"Date.noon","Temperature","Wind.Speed","Wind.direction.avg","Wind.direction","Chad.Baker","Hwy44","Highschool","Elementary.School","Levee","Ochsner.Hospital","Year","Month","Week"
2018-09-04,79.6641666666667,4.32097222222222,27.464690128895,"NNE",8.76,0.0234,0.197,3.4,0.0234,0.0234,2018,9,36
2018-09-07,78.8277734678045,2.32024825446082,8.9464840202341,"N",1.5,0.104,0.934,2.21,7.65,0.177,2018,9,36
2018-09-10,80.6075208913649,2.00577994428969,359.159678191993,"N",2.09,5.15,0.0234,1.8,3.08,1.45,2018,9,37
2018-09-13,81.7458139534884,2.81992248062015,26.1231800285392,"NNE",3.06,0.277,0.066,3.32,0.457,0.205,2018,9,37
2018-09-16,84.2000702247191,2.17675561797753,355.49967265181,"N",0.831,1.45,0.0234,0.392,0.802,0.421,2018,9,37
2018-09-19,83.0198912198912,1.27801087801088,356.746490550742,"N",0.173,2.97,0.776,0.0234,0.225,19.7,2018,9,38
2018-09-22,80.3796102992345,1.93688239387613,9.96105499517074,"N",2.44,1.29,0.588,9.32,1.11,0.87,2018,9,38
2018-09-25,80.5347463516331,2.59409312022238,1.87877627383995,"N",2.99,0.0234,0.27,1.67,0.0234,0.0234,2018,9,39
2018-09-28,74.5342379958246,2.06019485038274,3.00811532643098,"N",0.345,1.1,0.715,2.6,1.1,0.428,2018,9,39
2018-10-01,77.118776077886,2.31905424200278,20.3642324056334,"NNE",28.2,0.314,0.206,2.15,1.59,1.6,2018,10,40
2018-10-04,79.9636942675159,2.41288039631989,23.5845015411117,"NNE",13,0.0234,0.0234,9.12,0.122,0.0234,2018,10,40
2018-10-07,79.6806107954545,2.90667613636364,24.8406779183389,"NNE",7.18,0.202,0.133,7.91,0.35,0.172,2018,10,40
2018-10-10,79.8415722379603,4.20495750708215,14.3851971297955,"NNE",2.51,0.0234,0.0234,2.78,2.22,0.0234,2018,10,41
2018-10-13,70.2988019732206,1.54031007751938,13.134751659832,"NNE",37.4,34.2,5.19,52.8,98.7,41,2018,10,41
2018-10-16,77.6505657708628,2.92411598302687,18.4568752778058,"NNE",0.21,0.0234,0.0234,0.595,0.1444,0.0234,2018,10,42
2018-10-19,74.3168091168091,3.88454415954416,35.8566002226694,"NE",0.15,0.0234,0.023,1.55,0.1433,0.0234,2018,10,42
2018-10-22,63.5777540867093,3.7680170575693,32.5728654571617,"NNE",0.05,0.023,0.023,0.14,0.24,0.023,2018,10,43
2018-10-25,71.314164305949,4.3371104815864,17.6224795006171,"NNE",0.52,0.02,0.0234,0.14,0.07,0.05,2018,10,43
2018-10-28,66.2817663817664,1.94850427350427,352.403749440975,"N",0.02,1.251,0.1581,0.02,0.185,11.335,2018,10,43
2018-10-31,74.03392476934,3.41838183108588,9.0238933738687,"N",0.023,0.02,1.5016,0.023,0.023,0.023,2018,10,44
2018-11-03,58.8838526912181,2.4606940509915,359.259859583067,"N",0.023,3.81,3.663,0.0234,0.482,2.1,2018,11,44
2018-11-06,76.2100141043724,3.28476727785614,357.521303622697,"N",0.67,0.1,0.023,0.32,0.11,0.023,2018,11,45
2018-11-09,66.8896453900709,2.45673758865248,10.5488411531666,"N",1.91,NA,0.023,1.99,3.627,0.0234,2018,11,45
2018-11-12,60.1194209039548,4.45635593220339,30.1493394742512,"NNE",1.309,0.02,0.023,0.98,0.21,0.023,2018,11,46
2018-11-15,37.0160170092133,4.05010630758327,353.926192366798,"N",0,0.023,0.023,0.02,0.74,0.02,2018,11,46
2018-11-18,53.2838892831796,1.81440738112136,27.2435197896729,"NNE",8.5,0.0234,0.0234,6.89,0.968,0.0234,2018,11,46
2018-11-21,50.1752496433666,2.79186875891583,19.1191338196003,"NNE",0.78,0.023,0.023,0.22,3.808,0.023,2018,11,47
2018-11-24,63.2975903614458,2.77342310418143,2.3062821562296,"N",2.45,0.1556,1.0809,0.53,1.21,0.1556,2018,11,47
2018-11-27,45.4863150392017,3.55431218816821,355.048502311508,"N",NA,NA,NA,NA,NA,NA,2018,11,48
2018-11-30,67.7637268847795,4.23093883357041,4.08258029023204,"N",0.02,0.0234,2.6405,0.023,0.0234,0.0234,2018,11,48
2018-12-03,67.5630702389573,2.8745112237509,13.2683312392714,"NNE",3.66,0.0234,0.511,1.68,4.4613,0.255,2018,12,49
2018-12-06,48.837074583635,2.28464880521361,17.8900162659511,"NNE",5.15,0.023,0.023,15.2,0.37,0.023,2018,12,49
2018-12-09,51.9235938641344,5.78582907231556,353.125247393134,"N",0.28,0.41,0.0234,0.19,0.58,0.15,2018,12,49
2018-12-12,45.7721287490856,2.06349670811997,16.1424322129857,"NNE",10.86,2.601,5.5131,6.13,4.171,5.042,2018,12,50
2018-12-15,51.682944606414,5.04861516034985,349.051051598121,"N",0.023,0.91,0.0234,0.023,0.023,0.023,2018,12,50
2018-12-18,50.8099710982659,1.12297687861272,3.79810401899124,"N",4.498,77.26,0.023,24.7909,40.26,38.4,2018,12,51
2018-12-21,49.5326515151515,7.51575757575758,352.125857722694,"N",0.02,0.02,0.023,0.02,0.02,0.023,2018,12,51
2018-12-24,57.4926323319027,3.50050071530758,8.43818393355221,"N",4.75,0.3112,0.023,1.02,1.2187,0.0234,2018,12,52
2018-12-27,65.562660944206,7.83161659513591,18.6118058224103,"NNE",2.144,0.02,0.211,0.02,0.02,0.023,2018,12,52
2018-12-30,55.8443254817987,3.19179157744468,36.3573758487217,"NE",0.3,0.023,0.023,4.19,0.37,0.02,2018,12,52
